Date,BAC,dayofweek,weekly_ret
2018-10-19,26.68351096320875,4,-0.05855110817069131
2018-10-26,24.865037228781038,4,-0.004919184820801226
2018-11-02,26.27835878403573,4,-0.06814971751412424
2018-11-09,26.871953837242714,4,0.056839712012125565
2018-11-16,26.14644877221196,4,0.022588741484403263
2018-11-23,25.411521563479518,4,-0.026998597475456076
2018-11-30,26.758888112822326,4,-0.028108108108108043
2018-12-07,24.097272343426123,4,0.05302187615869469
2018-12-14,23.197059652657156,4,-0.09946660556948961
2018-12-21,22.14523219291657,4,-0.03735745182854899
2018-12-28,23.111776345110613,4,-0.04534313725490213
2019-01-04,24.239411189337005,4,0.04364569961489062
2019-01-11,24.66582772706968,4,0.048790487904879276
2019-01-18,27.764454567927064,4,0.017591868647381048
2019-01-25,28.029780413627392,4,0.12562427967729528
2019-02-01,26.892669646340273,4,0.009556313993174026
2019-02-08,26.80738633879374,4,-0.040567951318458584
2019-02-15,27.58441202977327,4,-0.003171247357293794
2019-02-22,27.555984260591092,4,0.02898550724637672
2019-03-01,27.91719354372672,4,-0.0010305736860184433
2019-03-08,27.288556636907906,4,0.013108197468823857
2019-03-15,27.907668742108253,4,-0.022517911975434846
2019-03-22,25.726489171479322,4,0.022687609075043413
2019-03-29,26.2789276653504,4,-0.07815699658703046
2019-04-05,27.69812310650198,4,0.021473528322843105
2019-04-12,28.736326482914887,4,0.05400507430228352
2019-04-26,28.907772912047292,4,0.037482806052269835
2019-05-03,29.2506657703121,4,0.005966191581040725
2019-05-10,28.174363187425328,4,0.01186161449752876
2019-05-17,27.05043659644623,4,-0.036795831976555005
2019-05-24,26.840890960839953,4,-0.03989181879648396
2019-05-31,25.33597230512217,4,-0.007746478873239537
2019-06-07,26.36285729281126,4,-0.05606813342796313
2019-06-14,26.851235687992286,4,0.04053071164280864
2019-06-21,26.92784406370696,4,0.01852524518706855
2019-06-28,27.770536196568347,4,0.0028530670470756636
2019-07-05,28.01951341764103,4,0.031294452347083945
2019-07-12,28.20145830996337,4,0.008965517241379395
2019-07-19,28.1535780751417,4,0.006493506493506329
2019-07-26,29.46549650925545,4,-0.0016977928692700761
2019-08-02,28.13442598121303,4,0.046598639455782465
2019-08-09,27.128941049957966,4,-0.04517387065323375
2019-08-16,25.884054944594563,4,-0.03573859768550047
2019-08-23,25.347796314591864,4,-0.04588775150017632
2019-08-30,26.34370519888259,4,-0.02071772105068448
2019-09-06,26.72435647113697,4,0.03928976199471079
2019-09-13,29.07586854432753,4,0.014449420435760363
2019-09-20,28.51690255971666,4,0.08799134511359541
2019-09-27,28.28560629022251,4,-0.01922439509446472
2019-10-04,27.34114652312138,4,-0.008110848259546999
2019-10-11,27.861563129483226,4,-0.03339011925042601
2019-10-18,29.249340746448144,4,0.019034191046880533
2019-10-25,30.56965695147727,4,0.049809754410238494
2019-11-01,30.64675570797532,4,0.0451400329489291
2019-11-08,32.05380801406475,4,0.0025220680958384367
2019-11-15,31.73577564351029,4,0.04591194968553447
2019-11-22,31.976709257566704,4,-0.009921828021647539
2019-11-29,32.11163208143829,4,0.007591861524445909
2019-12-06,32.625451956028144,4,0.004219409282700148
2019-12-13,33.371564162922766,4,0.016001051372498187
2019-12-20,33.87543214679965,4,0.022869022869023148
2019-12-27,34.253333134707304,4,0.015098722415795685
2020-01-03,33.81729353327539,4,0.011155606407322383
2020-01-10,33.662257230544036,4,-0.012729844413012614
2020-01-17,33.63318792378191,4,-0.004584527220630519
2020-01-24,32.49948496005893,4,-0.0008635578583764403
2020-01-31,31.81151136668857,4,-0.033707865168539186
2020-02-07,33.53629023457482,4,-0.021168753726893197
2020-02-14,33.76884468867185,4,0.05421870240633564
2020-02-21,33.294046011557086,4,0.006934412019647729
2020-02-28,27.61584142402145,4,-0.014060258249641522
2020-03-06,25.079842917590383,4,-0.17054714784633285
2020-03-13,23.567833717969023,4,-0.09183129593962491
2020-03-20,19.187884488098128,4,-0.060287825748736035
2020-03-27,21.07057981407827,4,-0.18584437086092698
2020-04-03,19.539060818332764,4,0.09811896288764621
2020-04-17,22.70940268850658,4,-0.07268518518518519
2020-04-24,21.636363901678518,4,0.16225661507738387
2020-05-01,22.51430472726511,4,-0.047250859106529264
2020-05-08,22.9922947323067,4,0.04057709648331809
2020-05-15,20.914501445085094,4,0.02123050259965331
2020-05-22,22.104599008658038,4,-0.09036911327959263
2020-05-29,23.52881412572073,4,0.05690298507462721
2020-06-05,27.60532701564883,4,0.06443071491615138
2020-06-12,24.335112182418285,4,0.1732561984699359
2020-06-19,24.79667403575713,4,-0.11846318036286019
2020-06-26,22.734376393179307,4,0.018966908797417137
2020-07-10,23.58875684510441,4,-0.08316831683168324
2020-07-17,22.8031196479319,4,0.03758099352051869
2020-07-24,23.912832188938065,4,-0.03330557868442985
2020-07-31,24.433316832064854,4,0.04866494401378141
2020-08-07,25.641234022717573,4,0.021765913757700428
2020-08-14,25.9947707614452,4,0.04943729903536953
2020-08-21,24.531521481711412,4,0.013787820758330183
2020-08-28,25.827822857046037,4,-0.05629013978088404
2020-09-04,26.246344589966913,4,0.05284227381905504
2020-09-11,25.21785181025457,4,0.016204297793017464
2020-09-18,24.931060554373246,4,-0.03918613413715155
2020-09-25,23.230091726387442,4,-0.011372549019607714
2020-10-02,23.94212518926522,4,-0.06822689408964722
2020-10-09,25.079400859139447,4,0.03065134099616862
2020-10-16,23.971793250218454,4,0.04750103263114425
2020-10-23,24.62449059118975,4,-0.04416403785488987
2020-10-30,23.43776815306013,4,0.027227722772277252
2020-11-06,24.04101872577602,4,-0.04819277108433717
2020-11-13,26.701254857916602,4,0.025738396624472415
2020-11-20,26.513357138546077,4,0.11065405183052257
2020-11-27,28.66923623448157,4,-0.007037037037037064
2020-12-04,29.146264994547444,4,0.08131294293174207
2020-12-11,28.429798255179936,4,0.016639046682803915
2020-12-18,28.529307524536534,4,-0.024581768521679925
2021-01-08,32.3703653217012,4,0.003500175008750439
2021-01-15,32.848009814612865,4,0.1346355074991279
2021-01-22,31.395174482006546,4,0.01475561020596361
2021-01-29,29.50449836423119,4,-0.044229021508633615
2021-02-05,32.211150490730645,4,-0.060221870047543646
2021-02-12,33.206243184296625,4,0.09173693086003376
2021-02-19,34.37050163576881,4,0.030892801977139506
2021-02-26,34.53966739367503,4,0.03506143242433302
2021-03-05,36.93,4,0.004921829762594143
2021-03-12,37.94,4,0.06920543209291852
2021-03-19,38.53,4,0.027349038721906194
