Date,NVDA,dayofweek,weekly_ret
2019-12-13,223.5431949582616,4,-0.021085171172833927
2019-12-20,238.8925156353368,4,0.05571004383277578
2019-12-27,236.39750252137782,4,0.0686637796330194
2020-01-03,235.59909832491095,4,-0.01044408238292216
2020-01-10,243.8326416009754,4,-0.0033773799974670116
2020-01-17,248.78274761906985,4,0.03494726140551552
2020-01-24,249.9803539137701,4,0.02030124426981006
2020-01-31,235.95838021332108,4,0.004813863928112783
2020-02-07,251.08813973636782,4,-0.05609230277866495
2020-02-14,289.2119401176599,4,0.06412045848665548
2020-02-21,293.4834025687575,4,0.1518343336380623
2020-02-28,269.7020011572063,4,0.014769315711377295
2020-03-06,265.6774924570044,4,-0.08103150366733147
2020-03-13,240.51183011330983,4,-0.014922057244417974
2020-03-20,205.46964393710968,4,-0.09472259810554795
2020-03-27,252.38562873499745,4,-0.14569838897193155
2020-04-03,243.57764691470436,4,0.2283353584447143
2020-04-17,291.9216831868573,4,-0.03489890396866213
2020-04-24,289.19540309962366,4,0.1984748472797342
2020-05-01,282.3946824424586,4,-0.009339080459770388
2020-05-08,312.07418580970483,4,-0.02351600538692633
2020-05-15,339.1672183249602,4,0.10509937053539886
2020-05-22,360.5580313171006,4,0.086816
2020-05-29,354.5362478277165,4,0.06306863351294045
2020-06-05,356.4764021299575,4,-0.01670128791026171
2020-06-12,356.97594865760595,4,0.005472372187973695
2020-06-19,370.11402233476105,4,0.0014013452914798386
2020-06-26,365.86787684974894,4,0.03680380632521696
2020-07-10,418.78983598882934,4,-0.011472533405317842
2020-07-17,407.6899121444799,4,0.14464773347897353
2020-07-24,407.4101660889968,4,-0.02650475940549224
2020-07-31,424.2049203485388,4,-0.0006861736019211362
2020-08-07,447.57370691193483,4,0.041223208592868765
2020-08-14,462.1404836581646,4,0.055088438258084294
2020-08-21,506.87987067436273,4,0.03254609580784851
2020-08-28,525.4330287112274,4,0.09680906260809397
2020-09-04,504.58807655297966,4,0.036602672763827115
2020-09-11,486.2793945120793,4,-0.039671948696060944
2020-09-18,487.26878289747737,4,-0.03628441275500094
2020-09-25,514.6318677380806,4,0.0020346089029554815
2020-10-02,522.167209582425,4,0.056156039132842395
2020-10-09,550.1698990358108,4,0.014642198271676898
2020-10-16,552.1186943403826,4,0.05362782062814597
2020-10-23,543.2741618042489,4,0.0035421699878295243
2020-10-30,501.05026353852617,4,-0.0160192593128915
2020-11-06,582.1201482087139,4,-0.07772116039072141
2020-11-13,531.5514085105939,4,0.1617999042604119
2020-11-20,523.1865794340471,4,-0.08686993544842747
2020-11-27,530.1222919539077,4,-0.015736632323080535
2020-12-04,542.1567904265725,4,0.013256671314779034
2020-12-11,520.3637529193364,4,0.02270136278991086
2020-12-18,530.7104473321755,4,-0.040196928069625604
2021-01-08,530.9003866498992,4,0.019883580197106676
2021-01-15,514.2157171088088,4,0.0003578963230865817
2021-01-22,548.3248198494921,4,-0.03142711883555871
2021-01-29,519.4240531369144,4,0.06633228352579845
2021-02-05,543.4663720382457,4,-0.05270738377392903
2021-02-12,598.2588667984111,4,0.046286495121153015
2021-02-19,596.8693107371697,4,0.1008203958501952
2021-02-26,548.4047942990599,4,-0.0023226668894646973
2021-03-05,498.30080164480904,4,-0.08119786956084785
2021-03-12,514.24,4,-0.09136315578402432
2021-03-19,513.83,4,0.031987101571135934
