Date,XOM,dayofweek,weekly_ret
2020-05-01,39.84581109329507,4,0.011800092549745678
2020-05-08,42.65367538916009,4,-0.013491882003201505
2020-05-15,39.55781642306737,4,0.07046824292999543
2020-05-22,42.006633630209635,4,-0.07258129429285931
2020-05-29,42.82604554183031,4,0.06190476190476191
2020-06-05,49.993545136581325,4,0.019506726457398926
2020-06-12,44.42719525419256,4,0.16736309654717396
2020-06-19,43.30639045553898,4,-0.11134137151469481
2020-06-26,41.08361791367139,4,-0.025227899088403727
2020-07-10,40.17002072485293,4,-0.05132666376685513
2020-07-17,40.989432636473616,4,-0.022237505731315776
2020-07-24,40.90466588699561,4,0.020398593200468884
2020-07-31,39.633164644825584,4,-0.0020680147058824705
2020-08-07,40.91408441471538,4,-0.031084503799217233
2020-08-14,41.49091102596631,4,0.032319391634980876
2020-08-21,39.38755234201107,4,0.014098485142770567
2020-08-28,39.08021226033725,4,-0.0506944444444446
2020-09-04,37.53390747441582,4,-0.007802974884174474
2020-09-11,35.44015316801289,4,-0.039567461292700834
2020-09-18,35.71868011702979,4,-0.05578300921187307
2020-09-25,33.2695638411915,4,0.007859078590785717
2020-10-02,31.675237167508534,4,-0.06856681903737571
2020-10-09,33.36560761671458,4,-0.04792147806004621
2020-10-16,32.75092745336693,4,0.05336567616737442
2020-10-23,32.80855371868076,4,-0.01842256764536565
2020-10-30,31.329479575625488,4,0.0017595307917885883
2020-11-06,31.4831496164624,4,-0.04508196721311464
2020-11-13,35.47049320388349,4,0.004904966278356682
2020-11-20,36.31596504854369,4,0.12665008539476408
2020-11-27,39.51106213592233,4,0.023835920177383674
2020-12-04,40.97589126213592,4,0.08798050893340559
2020-12-11,43.06007766990291,4,0.03707389897984559
2020-12-18,42.008153398058255,4,0.050863723608445266
2021-01-08,44.69203495145632,4,-0.024429223744292128
2021-01-15,47.08098446601942,4,0.06388953896559824
2021-01-22,46.628755339805835,4,0.053453585569731565
2021-01-29,44.082508737864075,4,-0.009605345583629021
2021-02-05,49.10618446601942,4,-0.05460678895214022
2021-02-12,50.52,4,0.11396074933095468
2021-02-19,52.37,4,0.0287909873136023
2021-02-26,54.37,4,0.036619160728424305
2021-03-05,60.93,4,0.03818980332251298
2021-03-12,61.97,4,0.12065477285267612
2021-03-19,56.49,4,0.01706876743804364
